Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	ROI: 1.00 px per pixel: Green: Mean	ROI: 1.00 px per pixel: Green: Std.dev.	ROI: 1.00 px per pixel: Green: Min	ROI: 1.00 px per pixel: Green: Max	ROI: 1.00 px per pixel: Green: Median	ROI: 1.00 px per pixel: Red: Mean	ROI: 1.00 px per pixel: Red: Std.dev.	ROI: 1.00 px per pixel: Red: Min	ROI: 1.00 px per pixel: Red: Max	ROI: 1.00 px per pixel: Red: Median
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	d909357e-9122-4b74-85c2-6c42d1ebef72	Cell			Annotation	Polygon	220.47	374.41	751	105.577	0.8467	35.8484	29.9396	0.5388	25.2718	19156	17.2511	77	0	77	1.7916	1358	1.9904	10	0	10	9.3905	7118	6.3095	30	0	30	1211	127.3251	0.9387	41.2573	38.8114	0.1819	17.8526	16.7703	77	0	1.7045	1.9402	10	0	7.8849	6.0272	30	0	5.3556	2.201	16	0	1.5578	1.8454	10	0	5.3489	4.5015	21	0	0.6266	0	0	0	18	18	0	1.6958	1.9532	0	10	0	7.779	6.0134	0	30	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	8c69b4f8-c059-4e09-a4d7-e843e96a3b7f	Cell			Annotation	Polygon	509.28	385.44	642	96.5531	0.8654	33.3073	25.8003	0.5909	19.0248	12252	11.5225	61	3	58	2.4969	1608	2.2465	10	0	10	2.7516	1772	2.4105	11	0	11	1051	120.2201	0.9138	41.2401	34.8691	0.3964	14.0076	11.2182	61	0	2.2372	2.1692	13	0	2.7174	2.415	11	0	6.2029	3.8817	45	0	1.8333	1.979	13	0	2.6643	2.4238	11	0	0.6063	0	0	0	0	0	0	2.2521	2.1686	0	13	3.5	2.6879	2.4027	0	11	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f8bc0c37-4a24-40ed-b9b7-c350518212e9	Cell			Annotation	Polygon	549.5	383.6	676	95.9618	0.9225	33.1592	27.7299	0.4481	29.5868	20119	13.4515	64	3	61	2.875	1955	2.5469	20	0	20	4.3721	2973	3.6218	25	0	25	1069	118.3297	0.9594	39.8295	35.3884	0.4345	21.5177	15.2557	64	0	2.8321	2.5271	21	0	4.6521	3.9966	25	0	7.5204	3.69	25	0	2.7577	2.494	21	0	5.1378	4.5387	25	0	0.6311	0	0	0	4	4	0	2.8687	2.5558	0	21	3.5	4.7073	4.0989	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	2f5e7fdb-2841-4bc5-8a1a-fe50f2f83a10	Cell			Annotation	Polygon	45.97	395.48	759	106.9041	0.8346	40.6498	24.7622	0.7824	25.898	19812	16.2519	77	3	74	3.6209	2770	2.4787	13	0	13	4.1268	3157	4.2535	29	0	29	1222	132.9213	0.8691	48.752	33.3027	0.6981	18.8849	16.0298	77	0	3.4065	2.4783	14	0	4.6824	4.7743	32	0	7.2217	5.2234	44	0	3.05	2.4387	14	0	5.6065	5.4128	32	0	0.6146	0	0	0	9	9	0	3.4161	2.4874	0	14	3.5	4.7385	4.8948	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	3be10b8b-a77e-45a0-bdf4-2e18d1145696	Cell			Annotation	Polygon	379.66	388.76	516	86.2	0.8727	32.4409	23.172	0.665	31.9578	16650	15.89	76	3	73	3.9674	2067	2.9614	17	0	17	14.3321	7467	8.8532	40	0	40	883	110.9445	0.9015	40.9909	29.7628	0.6266	22.7156	17.11	76	0	3.7099	2.973	17	0	12.8205	8.9087	43	0	9.5233	7.3685	57	0	3.3425	2.9549	13	0	10.663	8.5471	43	0	0.5839	0	0	0	80	41	5	3.7832	2.9855	0	17	3.5	12.9455	8.8582	0	40	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	c90b6826-aefc-48f1-9030-c860516a3da1	Cell			Annotation	Polygon	894.26	397.13	1135	129.2758	0.8534	41.2823	36.7676	0.3252	16.9912	19268	6.4225	44	3	41	2.925	3317	2.4056	13	0	13	8.5097	9650	4.0937	25	0	25	1694	151.5575	0.9268	49.6126	45.6356	0.3521	14.1796	7.1293	44	0	2.8634	2.3703	13	0	8.2479	4.2662	25	0	8.5266	4.7181	28	0	2.7394	2.2947	10	0	7.7216	4.5519	25	0	0.6655	0	0	0	3	3	0	2.9021	2.3695	0	13	3.5	8.3624	4.2266	0	25	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	0eed14bf-431f-4fd7-a831-2b55990d6f9d	Cell			Annotation	Polygon	179.26	395.02	518	86.5222	0.8695	28.5954	25.1625	0.4347	19.2871	10145	14.4029	68	3	65	2.4297	1278	2.2471	11	0	11	3.4125	1795	3.56	21	0	21	906	110.091	0.9394	36.8108	32.331	0.4541	13.4317	13.0203	68	0	2.1751	2.2118	13	0	3.6002	3.5784	21	0	5.3691	2.2848	12	0	1.8246	2.1156	13	0	3.8586	3.5922	18	0	0.5799	0	0	0	0	0	0	2.2197	2.235	0	13	3.5	3.5796	3.564	0	21	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	bf28f279-6288-4660-9915-67d46ff06ecf	Cell			Annotation	Polygon	980.93	396.27	656	93.8774	0.9354	30.3954	27.3285	0.3393	24.1411	15909	10.0941	54	3	51	2.1517	1418	2.3	15	0	15	4.2185	2780	3.3391	25	0	25	1039	117.7176	0.9422	39.8078	32.9373	0.5237	17.8351	11.7452	54	0	2.2797	2.385	15	0	4.0868	3.268	25	0	6.8413	3.2494	25	0	2.5026	2.5139	13	0	3.8571	3.1312	18	0	0.632	0	0	0	1	1	0	2.3448	2.4396	0	15	3.5	4.0774	3.2595	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	3ada7e5f-0c97-4c46-9087-11138aee2e82	Cell			Annotation	Polygon	579.19	417.08	1384	160.7645	0.6729	60.8993	32.2375	0.874	27.7426	38479	9.7846	65	6	59	4.1442	5748	3.0088	17	0	17	6.7844	9410	5.1087	29	0	29	1994	177.8368	0.7923	68.2612	40.9887	0.8091	23.3855	11.3711	65	0	4.1689	3.074	17	0	6.803	5.1028	36	0	13.4457	7.9883	50	0	4.2253	3.2196	17	0	6.8454	5.0934	36	0	0.6958	0	0	0	15	15	0	4.147	3.057	0	17	3.5	6.8152	5.0843	0	36	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	cd0138a6-ab61-44f0-817b-740df829ba48	Cell			Annotation	Polygon	147.89	406.18	819	111.2632	0.8314	42.4371	27.7115	0.7295	26.0255	21471	13.8855	73	3	70	3.2824	2708	3.3322	31	0	31	4.577	3776	4.6511	32	0	32	1214	132.489	0.8691	49.1437	34.8527	0.6822	19.9992	14.5775	73	3	3.452	3.6656	31	0	4.5808	4.6756	36	0	7.3807	4.2989	37	3	3.8071	4.2634	28	0	4.5888	4.7324	36	0	0.6772	4	4	0	5	5	0	3.3482	3.488	0	31	3.5	4.5517	4.5689	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ffb671e6-e206-480f-88a4-c80856bdb3a8	Cell			Annotation	Polygon	950.55	404.56	727	102.6936	0.8663	33.044	28.0419	0.4152	20.0069	14545	7.0995	47	3	44	5.0028	3637	3.3918	24	0	24	7.9615	5788	5.1907	43	0	43	1156	127.4448	0.8944	42.5632	34.9399	0.5355	15.6309	8.554	47	0	5.134	3.8737	28	0	8.0225	5.3825	43	0	8.2326	4.9555	37	0	5.3558	4.5702	28	0	8.1256	5.6969	33	0	0.6274	3	3	0	19	19	0	5.19	3.8585	0	28	3.5	8.0026	5.2721	0	43	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	1d3a37d8-847d-4e54-9407-c0f4d2310497	Cell			Annotation	Polygon	400.53	411.29	731	101.3706	0.8939	35.4201	28.9121	0.5057	32.2527	23609	14.1295	76	3	73	3.9617	2900	2.9619	17	0	17	13.1298	9611	6.5574	43	0	43	1142	126.802	0.8925	43.7085	36.0172	0.4556	24.0795	16.2636	76	3	3.9153	2.9255	24	0	12.1895	6.8449	43	0	9.5932	7.1543	57	3	3.8329	2.8615	24	0	10.523	7.032	43	0	0.6375	0	0	0	56	56	0	3.8656	2.9346	0	24	3.5	12.0141	6.8316	0	43	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	942cf6be-4a1c-477b-bef5-1925e7113211	Cell			Annotation	Polygon	109.09	419.45	1224	139.3651	0.7919	48.2815	34.6847	0.692	15.2052	18672	5.8366	57	3	54	19.4414	23874	7.2765	49	0	49	13.2793	16307	6.3566	58	0	58	1824	163.9268	0.853	57.2031	44.2827	0.6262	12.9803	6.4789	57	0	16.6079	8.3863	49	0	12.9704	6.6092	58	0	8.4114	5.2164	41	0	10.7893	7.4664	41	0	12.3361	7.0629	39	0	0.6744	164	130	6	93	75	3	16.9357	8.2019	0	49	17.5	13.118	6.5938	0	58	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	410ee1e3-7940-4b83-a32b-bcb8ddd5664b	Cell			Annotation	Polygon	357.53	418.77	914	122.7628	0.7621	47.0548	26.6937	0.845	25.3058	23256	13.3149	74	3	71	6.0435	5554	3.3121	21	0	21	14.0958	12954	6.0418	54	0	54	1540	149.7808	0.8626	56.5976	36.2924	0.7837	19.3808	13.0575	74	3	5.423	3.3017	21	0	13.8064	6.3845	54	0	10.5984	5.5976	35	3	4.5032	3.0655	13	0	13.3774	6.8437	40	0	0.5961	0	0	0	94	83	2	5.4014	3.3086	0	21	7.5	13.7525	6.4467	0	54	14.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	beddb74d-d5cb-4b58-bfe7-f7b019b763e5	Cell			Annotation	Polygon	810.6	418.48	1077	134.5167	0.748	46.3541	31.0086	0.8052	15.2864	16494	8.1238	60	3	57	3.7868	4086	4.2083	31	0	31	4.152	4480	3.9207	21	0	21	1621	156.2423	0.8344	55.63	37.5573	0.7797	12.6188	7.8891	60	0	3.6268	3.9859	31	0	4.1349	3.8856	25	0	7.3376	3.5846	28	0	3.3101	3.4865	20	0	4.1009	3.8184	25	0	0.6659	1	1	0	0	0	0	3.6694	3.9906	0	31	3.5	4.1507	3.8448	0	21	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f4394e75-c8e5-46bf-9c14-87a8c54ddcca	Cell			Annotation	Polygon	632.39	433.68	2005	200.8006	0.6249	61.6714	54.1493	0.4374	21.7272	43650	6.4581	47	6	41	4.8372	9718	3.1839	21	0	21	10.0209	20132	4.9352	32	0	32	2827	212.6139	0.7859	68.7619	61.9573	0.3166	19.0042	7.8658	47	0	4.7001	3.2065	27	0	10.6183	5.5539	43	0	12.292	6.9481	38	0	4.362	3.2387	27	0	12.0908	6.6213	43	0	0.7109	1	1	0	56	51	1	4.7398	3.2278	0	27	3.5	10.6601	5.6007	0	43	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	e45469c5-fdcc-4a4e-a5a7-d00f180493ce	Cell			Annotation	Polygon	691.82	421.57	1332	151.4144	0.7301	58.9542	31.7173	0.8229	15.1243	20191	5.6622	40	3	37	4.8195	6434	2.9713	18	0	18	7.4472	9942	5.2305	39	0	39	2031	173.6078	0.8468	66.8787	41.0618	0.7767	12.6652	6.2609	40	0	4.6259	3.1284	20	0	6.8432	5.026	39	0	7.9685	4.3863	28	0	4.2561	3.3798	20	0	5.6896	4.3883	32	0	0.6581	0	0	0	26	26	0	4.567	3.1375	0	20	3.5	6.7993	5.0528	0	39	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	9d17f0f4-1fa4-452a-b5b5-24a99cede6f5	Cell			Annotation	Polygon	46.53	439.98	1151	153.3013	0.6155	56.1433	32.6884	0.8813	19.0943	22283	7.7686	56	3	53	2.2177	2588	2.1386	13	0	13	7.9512	9279	5.0614	33	0	33	1793	171.2614	0.7682	62.4081	40.0207	0.8176	15.6066	8.3531	56	0	2.2877	2.4397	31	0	7.3767	5.3768	36	0	9.146	4.7938	34	0	2.4175	2.914	31	0	6.3127	5.7717	36	0	0.6451	1	1	0	22	22	0	2.2774	2.3793	0	31	3.5	7.5285	5.4128	0	36	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	af9e05e2-a4c2-4b42-930f-d1e99326cdbb	Cell			Annotation	Polygon	910.91	435.24	705	101.8572	0.8539	34.8399	28.2276	0.4881	25.2006	17968	15.7838	67	3	64	6.8205	4863	4.4914	27	0	27	7.568	5396	4.9328	29	0	29	1153	125.8184	0.9153	40.2814	36.9837	0.2214	17.6033	15.7738	67	0	6.3535	4.3691	31	0	7.3561	4.7952	29	0	5.4032	2.6061	21	0	5.6036	4.0589	31	0	7.0158	4.5504	25	0	0.616	3	3	0	3	3	0	6.3692	4.3862	0	31	7.5	7.2196	4.7269	0	29	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	c56f16d2-6a52-4dff-b66e-e13b8861854f	Cell			Annotation	Polygon	782.34	444.13	1293	143.5643	0.7883	50.6709	36.3563	0.7234	15.0924	19605	6.1984	44	3	41	3.8029	4940	2.8662	29	0	29	5.3095	6897	3.6294	25	0	25	1883	165.3508	0.8655	59.4394	43.7682	0.7122	12.4658	6.792	44	0	3.6206	2.8266	29	0	5.3842	3.7423	25	0	6.6633	3.7773	31	0	3.2177	2.6959	17	0	5.5493	3.9786	21	0	0.6864	1	1	0	2	2	0	3.6561	2.826	0	29	3.5	5.4192	3.7765	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f89df49d-94d1-4d0e-bf6e-a1100bdaa14f	Cell			Annotation	Polygon	970.17	445.62	759	115.1124	0.7198	44.2613	25.69	0.8422	22.3333	17152	12.9394	67	3	64	3.9701	3049	2.8359	17	0	17	6.0599	4654	4.1678	25	0	25	1243	139.8073	0.7991	53.3307	34.3254	0.7905	16.787	12.6919	67	0	3.9445	3.0302	21	0	6.123	4.2791	25	0	7.8382	4.604	28	0	3.9034	3.3225	21	0	6.2248	4.4554	25	0	0.6138	0	0	0	3	3	0	3.9902	3.0714	0	21	3.5	6.1398	4.3061	0	25	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	26c4333f-c8f0-4c04-9a4d-91bc61bbf580	Cell			Annotation	Polygon	264.56	451.53	1160	127.3737	0.8985	42.0629	36.6869	0.3996	15.5506	18132	5.7997	38	3	35	2.8765	3354	2.3581	13	0	13	6.8139	7945	4.1362	32	0	32	1801	154.8849	0.9434	51.6197	45.9701	0.3912	13.1787	6.4232	38	0	2.7902	2.4295	13	0	6.8701	4.5541	32	0	8.8302	5.1024	38	0	2.6321	2.5496	13	0	6.9733	5.2362	29	0	0.6489	0	0	0	13	13	0	2.7493	2.4112	0	13	3.5	6.7666	4.5109	0	32	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f2c12894-e88d-45bc-b217-3330a1cd3cec	Cell			Annotation	Polygon	217.53	457.92	898	117.8869	0.812	43.7988	26.4424	0.79	29.274	26493	15.5363	68	0	68	1.7812	1612	2.0129	17	0	17	2.9293	2651	3.4426	25	0	25	1451	141.7717	0.9072	52.0734	35.5911	0.7081	20.7615	16.6572	68	0	1.6754	2	17	0	2.7085	3.1788	25	0	6.652	4.2495	38	0	1.5	1.9679	10	0	2.3425	2.6478	18	0	0.623	0	0	0	2	2	0	1.6864	2.0038	0	17	0	2.7374	3.1893	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	de16f05c-cd71-4cf3-b78e-f0caaffec761	Cell			Annotation	Polygon	849.81	458.21	962	119.4805	0.8468	44.2865	27.0634	0.794	21.2513	20465	8.7284	50	3	47	2.837	2732	3.9997	64	0	64	3.0187	2907	2.8988	21	0	21	1478	143.7685	0.8986	52.7901	36.2243	0.7315	16.1957	10.0634	50	0	2.7346	3.667	64	0	2.9357	2.8448	21	0	6.7237	3.2626	22	0	2.5428	2.9385	28	0	2.7802	2.7367	18	0	0.6481	2	2	0	0	0	0	2.7182	3.6751	0	64	3.5	2.8962	2.8105	0	21	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	208e25d3-2382-4f40-a285-8b4faf9a8278	Cell			Annotation	Polygon	508.43	458.12	833	108.289	0.8927	34.7334	32.2529	0.1198	20.062	16832	13.4747	64	0	64	3.6293	3045	3.5803	27	0	27	3.2563	2732	3.4451	25	0	25	1386	134.6531	0.9606	43.3306	41.7593	0.1535	14.2978	12.7586	64	0	3.2495	3.2807	27	0	3.2682	3.5	25	0	5.4726	2.3051	16	0	2.6679	2.6597	17	0	3.2865	3.5855	21	0	0.6018	1	1	0	1	1	0	3.2796	3.2913	0	27	3.5	3.2803	3.4927	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	c9b7c417-c7c4-4091-b906-fd185e906fdc	Cell			Annotation	Polygon	571.83	455.08	399	78.0304	0.8235	29.4367	19.2135	0.7902	25.152	10262	14.578	69	3	66	3.6985	1509	2.8843	17	0	17	4.125	1683	2.9892	14	0	14	727	103.8034	0.8479	38.1539	25.8426	0.7451	17.2274	14.4126	69	0	3.5479	2.816	17	0	4.4575	3.6491	25	0	7.1863	4.6191	38	0	3.3571	2.7195	13	0	4.8789	4.3119	25	0	0.557	0	0	0	0	0	0	3.4846	2.7961	0	17	3.5	4.3011	3.4767	0	21	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	2ffeb82d-f1c3-4a1c-aeb7-3f4ff7f35501	Cell			Annotation	Polygon	313.73	467.8	846	109.0765	0.8935	37.7146	29.8023	0.5897	18.1315	15448	12.8158	72	0	72	2.419	2061	2.2633	17	0	17	3.1362	2672	2.7769	18	0	18	1406	136.6963	0.9455	46.5035	38.9252	0.5461	13.1604	11.8115	72	0	2.3818	2.3127	17	0	3.9461	4.2353	36	0	5.5566	2.4727	18	0	2.325	2.3871	13	0	5.1849	5.5749	36	0	0.6098	0	0	0	6	6	0	2.4084	2.3163	0	17	3.5	3.9856	4.2752	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	94943ba6-a2b9-4897-afbb-6770e7dbc9ca	Cell			Annotation	Polygon	133.16	462.05	655	96.7207	0.8799	36.3261	25.809	0.6778	27.6809	18214	13.9657	63	3	60	2.8921	1903	4.2011	85	0	85	5.2903	3481	6.9931	43	0	43	1062	121.0144	0.9113	44.9934	33	0.6523	19.4393	15.355	63	0	3.2126	4.0695	85	0	5.8382	7.3985	43	0	6.0494	3.4993	29	0	3.7333	3.794	17	0	6.7284	7.9423	43	0	0.6158	1	1	0	37	24	2	3.1019	4.0354	0	85	3.5	5.7529	7.4088	0	44	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	3575761b-d817-456b-9cc7-ed720ebfcee8	Cell			Annotation	Polygon	13.86	477.79	807	116.619	0.7457	45.7532	23.2171	0.8409	23.1845	18849	8.3075	54	3	51	2.8881	2348	2.2269	16	0	16	5.0025	4067	3.6598	25	0	25	1232	137.5086	0.8188	53.9756	28.4658	0.8296	18.3687	9.9291	54	3	2.6734	2.3019	16	0	5.1613	4.0702	40	0	9.0689	4.9404	28	3	2.2589	2.3889	13	0	5.4679	4.7536	40	0	0.6566	0	0	0	3	3	0	2.6819	2.3015	0	16	3.5	5.144	3.9357	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	24a584c0-f628-496f-b35d-be4bd3b1c13b	Cell			Annotation	Polygon	880.19	465.62	349	69.8139	0.8998	22.9199	20.9336	0.2775	23.0254	8151	10.5038	63	3	60	2.4153	855	2.6118	24	0	24	3.6525	1293	3.1073	14	0	14	629	94.3075	0.8887	32.1753	26.3472	0.4992	15.5987	11.6014	63	0	2.9305	2.878	24	0	3.812	3.2779	18	0	6.1756	2.5561	15	0	3.5842	3.0663	13	0	4.0143	3.4775	18	0	0.5584	0	0	0	0	0	0	2.9306	2.9333	0	24	3.5	3.757	3.2114	0	18	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f6563129-de50-4807-9d70-9a51669ba4d2	Cell			Annotation	Polygon	921.31	469.41	105	38.7471	0.8789	13.4865	10.8779	0.5516	13.8584	1566	3.8449	25	6	19	19.1239	2161	5.518	38	7	31	7.4956	847	3.566	18	3	15	351	67.2363	0.9757	22.6901	19.9307	0.4398	13.1909	4.3812	31	6	18.4929	5.8597	38	7	8.359	4.1921	25	0	12.874	4.5877	31	6	18.1933	6.0032	38	7	8.7689	4.4067	25	0	0.3121	33	33	0	2	2	0	18.7463	5.8615	7	38	17.5	8.4776	4.2149	0	25	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	bcf0b070-7abe-4492-9845-3af9c9432da0	Cell			Annotation	Polygon	967.27	473.43	372	75.0003	0.8311	25.8951	19.8683	0.5872	25.7613	9712	11.9594	63	3	60	2.9814	1124	2.4314	14	0	14	3.7798	1425	3.3201	18	0	18	515	93.894	0.7341	32.8442	24.4203	0.5365	21.7602	12.6958	63	3	3.412	2.8096	21	0	5.0967	5.2398	43	0	10.9857	7.149	44	3	4.5714	3.3846	21	0	8.6429	7.3983	43	0	0.7181	0	0	0	6	6	0	3.4586	2.8095	0	21	3.5	5.474	5.7943	0	43	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ebc5f9a2-2454-40df-a45d-75b5af7e3c1c	Cell			Annotation	Polygon	56.22	481.38	585	90.6775	0.8941	29.3832	26.3829	0.2783	31.7513	18765	15.9522	82	3	79	2.1506	1271	2.6501	17	0	17	3.6684	2168	5.6122	51	0	51	1015	116.1068	0.9462	38.104	35.6306	0.3097	21.2564	17.4393	82	0	2.5943	3.2045	24	0	5.057	6.7709	51	0	6.7307	3.0535	18	0	3.2084	3.7599	24	0	6.9789	7.7102	33	0	0.5774	0	0	0	22	12	2	2.6707	3.244	0	24	3.5	5.1912	6.9164	0	51	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	bb8abcbe-4528-4c8b-b261-674fee0e9300	Cell			Annotation	Polygon	947.81	479.27	248	63.4246	0.7747	21.0095	18.2279	0.5144	26.0237	6584	9.3444	63	6	57	4.6877	1186	4.0641	31	0	31	3.7628	952	3.6492	21	0	21	426	83.4238	0.7692	29.183	21.7845	0.723	20.1721	10.7568	63	0	5.8535	5.5331	41	0	5.4093	4.8842	32	0	11.8079	6.1188	31	0	7.5198	6.7991	41	0	7.7627	5.4419	32	0	0.5871	4	4	0	1	1	0	5.6085	5.2356	0	41	3.5	5.4505	4.9677	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	050218c5-44ae-4b91-92b6-35ad5b2c516f	Cell			Annotation	Polygon	553.28	487.02	642	95.7399	0.8802	32.3689	27.9066	0.5265	18.3266	11839	11.8345	60	0	60	5.0805	3282	3.6735	24	0	24	5.9164	3822	4.9808	29	0	29	1060	117.8518	0.9591	38.4667	36	0.2325	13.413	11.197	60	0	4.8307	3.837	27	0	5.6115	4.8067	29	0	5.801	2.7079	18	0	4.4436	4.0516	27	0	5.1391	4.4887	25	0	0.6137	1	1	0	3	3	0	4.8461	3.8048	0	27	3.5	5.7065	4.8118	0	29	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	05ab2b72-4b41-4265-a537-a266f8db3086	Cell			Annotation	Polygon	991.13	490.04	726	102.8962	0.8617	33.9774	30.387	0.3872	19.7898	14407	7.9596	60	6	54	28.4203	20690	8.9785	63	7	56	10.0755	7335	4.3237	29	3	26	1129	124.0153	0.9225	41.5173	36.6818	0.4129	16.8122	8.2589	60	3	25.5944	10.1345	63	0	10.5053	4.648	29	0	11.4729	5.7075	32	3	20.5271	10.1258	52	0	11.2759	5.0944	29	0	0.6452	267	95	23	9	9	0	25.8702	9.9822	3	63	27.5	10.3259	4.5294	0	29	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	0553a5e7-01d8-4d56-bf29-f2edf7b8ff15	Cell			Annotation	Polygon	123.11	486.39	289	64.7545	0.8661	23.4145	16.6371	0.657	30.4694	8958	13.8151	67	3	64	4.5884	1349	3.774	20	0	20	13.2789	3904	11.2588	55	0	55	496	85.6863	0.8489	29.8203	21.7348	0.6384	21.2565	15.6522	67	3	3.505	3.5609	20	0	9.9619	10.2836	55	0	8.0439	5.1175	38	3	1.9512	2.5259	17	0	5.2049	6.1235	29	0	0.5874	0	0	0	33	18	3	3.5676	3.5829	0	20	3.5	10.1127	10.1511	0	55	7.5
