Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Blue mean	Nucleus: Blue sum	Nucleus: Blue std dev	Nucleus: Blue max	Nucleus: Blue min	Nucleus: Blue range	Nucleus: Green mean	Nucleus: Green sum	Nucleus: Green std dev	Nucleus: Green max	Nucleus: Green min	Nucleus: Green range	Nucleus: Red mean	Nucleus: Red sum	Nucleus: Red std dev	Nucleus: Red max	Nucleus: Red min	Nucleus: Red range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: Blue mean	Cell: Blue std dev	Cell: Blue max	Cell: Blue min	Cell: Green mean	Cell: Green std dev	Cell: Green max	Cell: Green min	Cell: Red mean	Cell: Red std dev	Cell: Red max	Cell: Red min	Cytoplasm: Blue mean	Cytoplasm: Blue std dev	Cytoplasm: Blue max	Cytoplasm: Blue min	Cytoplasm: Green mean	Cytoplasm: Green std dev	Cytoplasm: Green max	Cytoplasm: Green min	Cytoplasm: Red mean	Cytoplasm: Red std dev	Cytoplasm: Red max	Cytoplasm: Red min	Nucleus/Cell area ratio	Subcellular: Channel 2: Num spots estimated	Subcellular: Channel 2: Num single spots	Subcellular: Channel 2: Num clusters	Subcellular: Channel 3: Num spots estimated	Subcellular: Channel 3: Num single spots	Subcellular: Channel 3: Num clusters	ROI: 1.00 px per pixel: Green: Mean	ROI: 1.00 px per pixel: Green: Std.dev.	ROI: 1.00 px per pixel: Green: Min	ROI: 1.00 px per pixel: Green: Max	ROI: 1.00 px per pixel: Green: Median	ROI: 1.00 px per pixel: Red: Mean	ROI: 1.00 px per pixel: Red: Std.dev.	ROI: 1.00 px per pixel: Red: Min	ROI: 1.00 px per pixel: Red: Max	ROI: 1.00 px per pixel: Red: Median
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	5cf0810c-b2fc-400b-a02b-7bb17049f8cf	Cell			Annotation	Polygon	92.79	487.3	273	60.5778	0.9349	20.8786	17.6362	0.4486	28.9783	7998	15.696	76	3	73	2.6558	733	2.5487	13	0	13	3.1196	861	2.8572	14	0	14	536	85.226	0.9273	28.3237	24.7432	0.2873	18.3625	15.9872	76	0	2.9424	3.3178	38	0	3.6004	3.532	21	0	7.1794	4.6455	37	0	3.2443	3.953	38	0	4.1069	4.0698	21	0	0.5049	1	1	0	0	0	0	2.8925	3.3357	0	38	3.5	3.3474	3.0879	0	21	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	d6f3ea08-2a84-4e8d-bdf7-0bd07b765afc	Cell			Annotation	Polygon	818.72	489.23	483	81.4582	0.9147	27.5879	23.8663	0.3293	29.7769	14412	11.9438	60	3	57	2.3946	1159	2.9564	24	0	24	4.6612	2256	5.2076	36	0	36	807	105.9777	0.9029	36.2326	28.8459	0.4748	20.8208	14.8607	60	0	3.1644	4.1028	31	0	4.9518	5.2416	36	0	7.4831	6.3097	45	0	4.3108	5.1716	31	0	5.3846	5.2701	25	0	0.5978	3	3	0	5	5	0	3.1034	4.1031	0	31	3.5	4.8676	5.2341	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ece4dfd3-34ac-49a6-a5c6-356ea14d5ab2	Cell			Annotation	Polygon	212.92	491.66	280	63.8465	0.8632	21.1837	17.6399	0.4123	25.7247	7383	12.0641	56	3	53	3.4948	1003	3.5821	20	0	20	7.4146	2128	5.1317	29	0	29	513	84.8449	0.8955	28.1297	24.6648	0.5066	17.3081	13.2322	56	0	2.8372	3.1047	20	0	6.8062	5.583	32	0	6.7598	3.464	25	0	2.0131	2.1099	10	0	6.0437	6.0268	32	0	0.5522	0	0	0	8	3	1	2.9073	3.1089	0	20	3.5	6.8521	5.6225	0	32	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	a9db6c20-9aa5-40a0-bc95-ff09478ed639	Cell			Annotation	Polygon	150.73	497.21	671	100.0891	0.8417	35.5267	25.109	0.6801	20.5401	13844	6.3811	47	6	41	3.5994	2426	2.8722	14	0	14	11.8872	8012	8.4209	50	0	50	1118	123.745	0.9175	44.4409	32.9983	0.6644	16.9125	8.0345	47	0	3.1884	2.6953	14	0	10.633	7.8488	50	0	11.4305	7.1201	32	0	2.5673	2.2692	13	0	8.7377	6.4561	39	0	0.6028	0	0	0	50	30	3	3.2167	2.738	0	14	3.5	10.5966	7.9282	0	50	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	d5f09ed6-ef1d-440e-a23f-bfe93f3ca039	Cell			Annotation	Polygon	940.77	502.33	645	97.0135	0.8612	32.7495	27.3298	0.4876	23.7504	15319	8.4139	60	6	54	18.1349	11697	7.0767	45	0	45	10.6481	6868	4.7795	33	0	33	1052	119.9671	0.9185	41.5159	32.7268	0.6012	20.1912	9.239	60	3	17.1694	7.2785	45	0	10.8696	5.283	36	0	14.5369	7.517	44	3	15.6355	7.3397	38	0	11.2217	5.986	36	0	0.6111	91	65	5	21	21	0	17.0837	7.2655	0	45	17.5	11.0413	5.3259	0	36	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	7cf47e0c-e1b2-4132-b9c3-a82280d51fd5	Cell			Annotation	Polygon	463.31	500.61	660	95.1631	0.9158	30.947	27.9836	0.3568	14.8742	9817	11.8808	54	0	54	3.3545	2214	3.6842	42	0	42	3.2742	2161	3.6212	32	0	32	1145	121.8962	0.9684	39.9898	37.258	0.3219	11.007	10.2296	54	0	2.9983	3.2522	42	0	3.1651	3.4502	32	0	5.7443	2.6466	18	0	2.5134	2.4718	17	0	3.0165	3.2006	18	0	0.5704	1	1	0	1	1	0	3.0303	3.2634	0	42	3.5	3.2297	3.496	0	32	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ef2ad9f6-20a2-4e7f-8a63-b4e2da755c19	Cell			Annotation	Polygon	893.04	498.94	725	107.2455	0.7921	38.4898	24.7748	0.7686	22.1866	16174	11.983	71	3	68	3.1097	2267	2.9303	20	0	20	4.2743	3116	3.973	36	0	36	1173	131.897	0.8473	47.1933	32.9229	0.7476	17.1678	11.9041	71	0	3.7828	3.9556	35	0	4.5324	4.0829	36	0	8.9461	5.4621	31	0	4.8854	5.0295	35	0	4.9551	4.2275	25	0	0.6205	4	4	0	4	4	0	3.775	3.9686	0	35	3.5	4.5405	4.1211	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	665ba9f8-aee9-4720-aa47-8eac55b09866	Cell			Annotation	Polygon	250.58	504.42	661	93.4913	0.9503	31.6454	28.1745	0.3747	26.9955	18006	15.2443	66	0	66	1.1964	798	1.6327	7	0	7	1.6852	1124	1.8672	11	0	11	1146	121.8979	0.9692	40.6442	36.7695	0.3834	17.9686	15.8511	66	0	1.3386	1.7168	10	0	1.9049	2.0629	18	0	5.3987	2.4575	16	0	1.5365	1.8107	10	0	2.2109	2.2749	18	0	0.5789	0	0	0	0	0	0	1.3715	1.7301	0	10	0	1.8901	2.0239	0	18	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	073a887d-eea2-4110-a320-e66f0bcb74fc	Cell			Annotation	Polygon	193.02	505.74	433	80.1904	0.8462	28.6705	22.065	0.5916	20.9615	9244	14.0307	63	3	60	2.2268	982	1.9721	10	0	10	5.746	2534	7.0646	47	0	47	748	103.9745	0.8695	36.6238	28.9201	0.5055	14.8251	13.2382	63	3	2.0828	1.9693	10	0	4.7236	6.1906	47	0	6.039	3.648	34	3	1.8766	1.95	10	0	3.2597	4.2653	32	0	0.5836	0	0	0	9	9	0	2.0806	1.9733	0	10	3.5	4.711	6.1972	0	47	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	13822b96-5cf1-45a3-9ee2-fbe378f97bca	Cell			Annotation	Polygon	667.58	506.86	876	115.8891	0.8197	39.5446	31	0.5377	19.7067	17401	11.7857	64	0	64	12.4281	10974	15.6447	67	0	67	4.3386	3831	4.0113	25	0	25	1325	137.2169	0.8843	48.5026	35.9005	0.5926	15.4229	11.6587	64	0	11.2445	15.1215	67	0	4.6185	4.1375	29	0	6.9417	4.6713	35	0	8.9013	13.7475	67	0	5.1726	4.328	29	0	0.661	132	28	9	2	2	0	11.7639	15.5878	0	67	3.5	4.6222	4.0808	0	29	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	e6b7cadd-443a-4373-abbb-a91f53278a11	Cell			Annotation	Polygon	339.04	511.16	613	93.4894	0.8813	30.6396	27.3031	0.4163	11.9422	7440	11.8319	57	0	57	1.6709	1041	1.9161	13	0	13	6.4735	4033	6.5811	36	0	36	1107	119.8912	0.9678	40.1221	36.2676	0.3894	8.9413	9.6334	57	0	1.6516	1.93	13	0	5.5217	6.2904	36	0	5.0866	2.4216	17	0	1.6268	1.9495	10	0	4.299	5.6725	36	0	0.5608	0	0	0	17	17	0	1.6572	1.929	0	13	0	5.5069	6.2853	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	83689b3a-c02b-4106-9895-5fb031d4fc6a	Cell			Annotation	Polygon	44.87	514.17	602	91.5017	0.9035	31.8148	23.7753	0.6467	27.1686	16437	13.2145	73	3	70	3.5405	2142	3.3736	20	0	20	7.6876	4651	9.0988	55	0	55	1015	115.9368	0.9489	39.8563	32.7549	0.5918	18.8469	14.4612	73	0	3.1678	3.0751	20	0	6.5388	8.0864	55	0	6.686	3.2249	25	0	2.6232	2.4825	13	0	4.8599	5.9452	43	0	0.5931	0	0	0	32	18	2	3.1449	3.0635	0	20	3.5	6.5161	8.0896	0	55	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	b66c4c4c-9d0b-410d-9406-85450e689fc9	Cell			Annotation	Polygon	96.01	516.96	667	97.6227	0.8795	33.3288	26.7057	0.6043	31.5836	21161	19.1494	85	3	82	2.4985	1674	2.8635	24	0	24	2.3836	1597	2.3147	14	0	14	1083	121.7139	0.9187	40.9333	35.8132	0.3562	21.8252	19.5422	85	0	2.4278	2.8679	24	0	2.7047	2.8161	25	0	6.1463	2.7325	21	0	2.3141	2.8747	24	0	3.2206	3.4137	25	0	0.614	0	0	0	1	1	0	2.383	2.7375	0	24	3.5	2.7139	2.8601	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	1adf54a3-d92d-454e-b3f9-e4b10b4212f3	Cell			Annotation	Polygon	851.68	510.92	367	70.616	0.9248	23.979	19.9942	0.4934	28.8383	10699	11.5822	72	3	69	2.4663	915	2.4738	13	0	13	4.1536	1541	4.7903	32	0	32	660	95.7753	0.9042	32.5973	27.4658	0.3901	19.494	14.1143	72	0	2.2991	2.3013	13	0	3.642	4.3197	32	0	7.5808	5.3662	45	0	2.0859	2.0451	10	0	2.9897	3.5345	25	0	0.551	0	0	0	2	2	0	2.3086	2.3246	0	13	3.5	3.6034	4.2268	0	32	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	abd98492-d8dd-457d-84d5-c97f3ec6b45f	Cell			Annotation	Polygon	821.5	526.12	1181	141.6991	0.7391	46.1966	36.5813	0.5969	31.6726	37532	12.6273	72	3	69	1.9308	2288	2.2049	17	0	17	3.7401	4432	4.8414	36	0	36	1596	156.815	0.8156	52.8933	41.3924	0.5721	26.6364	14.45	72	3	2.0751	2.3371	17	0	4.1101	5.3303	36	0	12.1864	8.3	54	3	2.4891	2.6399	17	0	5.1719	6.4226	36	0	0.7415	0	0	0	12	12	0	2.0984	2.3582	0	17	3.5	4.2151	5.4958	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	86ce88ab-9b9c-4b47-acfe-5dd552788df5	Cell			Annotation	Polygon	563.12	524.52	827	112.8649	0.8158	42.7747	27.0081	0.7998	17.6483	14701	5.9216	43	3	40	8.6098	7172	3.5839	32	0	32	9.2749	7726	4.9803	36	0	36	1262	136.1844	0.8551	50.7149	36.1403	0.6777	15.5598	6.5145	43	0	8.3151	3.806	32	0	9.9596	5.4541	43	0	11.514	5.6534	31	0	7.7442	4.1481	31	0	11.286	6.0607	43	0	0.6537	1	1	0	24	24	0	8.2686	3.7337	0	32	7.5	9.9009	5.4194	0	43	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	8c5bb624-a98b-41e9-ab19-5517072d952f	Cell			Annotation	Polygon	979	521.7	466	85.2073	0.8066	29.0285	22.5438	0.5373	21.9785	10242	9.612	58	6	52	5.1266	2389	5.7041	42	0	42	6.5086	3033	4.8907	29	0	29	767	103.4516	0.9006	34.8313	28.5112	0.4705	17.1282	10.1708	58	3	5.921	6.8306	42	0	7.5207	5.0333	32	0	9.7418	5.4732	37	3	7.1307	8.1181	39	0	9.0621	4.8606	32	0	0.6046	13	8	1	6	6	0	5.7937	6.6412	0	42	3.5	7.422	4.9946	0	32	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	aba09b22-c739-4ae5-9e1f-4746d79cc0f3	Cell			Annotation	Polygon	602.46	524.99	877	115.883	0.8207	41.9553	29.2849	0.6949	18.5533	16364	6.5586	43	3	40	10.0737	8885	4.4493	27	0	27	10.8163	9540	5.1834	32	0	32	1364	137.2096	0.9104	50.245	38.331	0.5963	14.9729	7.8092	43	0	9.1708	5.0041	28	0	10.5821	5.4909	32	0	8.4212	5.244	31	0	7.5187	5.52	28	0	10.1535	5.9949	32	0	0.6495	6	6	0	34	34	0	9.2375	5.0129	0	28	10.5	10.6265	5.6088	0	40	11.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	4f166e40-21e1-4e76-9205-670b75715bd0	Cell			Annotation	Polygon	906.74	526.56	612	97.3167	0.8121	36.0355	22.5224	0.7902	24.7645	15354	12.2126	79	3	76	4.9113	3045	3.693	24	0	24	9.0258	5596	6.7589	36	0	36	968	117.1541	0.8863	42.2962	30.1192	0.742	19.9979	12.5407	79	3	4.9245	3.8974	24	0	8.4705	6.5098	36	0	11.4813	7.6681	41	3	4.9481	4.2437	24	0	7.4784	5.9201	32	0	0.6384	0	0	0	22	22	0	4.9258	3.8899	0	24	3.5	8.4754	6.5353	0	36	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ab4055d1-cbb4-4839-8f90-b7969f555733	Cell			Annotation	Polygon	775.98	526.92	409	78.464	0.8348	27.7237	21.4409	0.5786	19.2107	7934	14.5276	62	0	62	2.1453	886	2.69	13	0	13	2.3051	952	3.5057	18	0	18	733	101.8935	0.8872	36.115	27.4092	0.6222	13.5943	12.974	62	0	2.6255	3.029	17	0	2.6947	3.531	18	0	6.4352	4.7545	47	0	3.2377	3.3174	17	0	3.1914	3.5059	18	0	0.5612	0	0	0	0	0	0	2.5583	2.9908	0	17	3.5	2.6324	3.4901	0	18	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	d15f8c52-d777-42bc-848a-54212b181c38	Cell			Annotation	Polygon	176.62	531.31	489	85.4025	0.8425	30.8102	22.7856	0.6692	22.4618	11186	15.1311	70	3	67	3.2088	1598	2.8164	17	0	17	6.5341	3254	8.1571	47	0	47	829	107.9061	0.8947	35.6138	31.9917	0.3192	15.9	14.3092	70	0	2.9783	2.6933	17	0	6.4325	7.9746	47	0	6.0572	2.6622	18	0	2.6325	2.4613	13	0	6.2801	7.7023	40	0	0.5978	0	0	0	30	20	2	3.0061	2.7408	0	17	3.5	6.5409	8.0619	0	47	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	98ec5697-62d6-4d0f-b9a8-250716077383	Cell			Annotation	Polygon	136.63	536.33	541	84.0089	0.9633	28.5328	24.8386	0.4307	31.0293	16942	14.4199	70	3	67	3.4817	1901	2.3219	13	0	13	4.6007	2512	5.2677	33	0	33	973	112.2124	0.971	38.0842	33.934	0.3964	20.1076	16.48	70	0	3.2141	2.2619	13	0	5.2869	5.7291	43	0	6.2395	2.917	19	0	2.8744	2.1381	10	0	6.1581	6.1631	43	0	0.5559	0	0	0	13	13	0	3.2417	2.2568	0	13	3.5	5.1774	5.6291	0	43	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	b8639a7d-bdf4-451c-8962-7d9a2ba21a0b	Cell			Annotation	Polygon	794.43	534.54	260	66.7576	0.7331	24.6133	15.2785	0.7577	18.9323	5036	12.6823	54	3	51	1.2143	323	1.6446	7	0	7	1.4248	379	1.8192	7	0	7	360	77.8701	0.7461	28.5666	17.3167	0.8091	17.1885	12.2441	54	3	1.2596	1.6769	7	0	1.4508	1.8451	7	0	12.55	9.6068	37	3	1.38	1.7626	7	0	1.52	1.92	7	0	0.7248	0	0	0	0	0	0	1.2665	1.6789	0	7	0	1.4615	1.8048	0	7	0
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	a9675c64-0108-4d97-8a70-d69b85e13335	Cell			Annotation	Polygon	665.34	539.54	807	118.1624	0.7263	43.0037	30.3145	0.7637	18.366	15005	7.7933	57	3	54	34.7662	28404	15.5551	85	0	85	8.0404	6569	3.9534	25	0	25	1188	136.7001	0.7989	50.2669	36.4058	0.6995	15.5513	8.8317	57	3	28.6077	17.3109	85	0	8.1271	4.3295	25	0	9.3531	7.7632	50	3	15.0458	12.6322	56	0	8.3181	5.0608	25	0	0.6802	324	56	25	6	6	0	28.0543	17.536	0	85	31.5	8.1069	4.3386	0	25	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	d90ee83b-5d3f-4920-89b8-2998435456ba	Cell			Annotation	Polygon	439.77	546.96	1058	127.0766	0.8233	43.8975	31.481	0.6731	31.2272	33257	18.461	85	3	82	1.5427	1643	1.8859	11	0	11	3.015	3211	4.4698	43	0	43	1688	150.4662	0.9369	52.6028	40.0694	0.6257	22.1694	18.9613	85	3	1.6872	2.1767	21	0	3.1463	4.3577	43	0	6.6854	3.3929	31	3	1.9342	2.5825	21	0	3.3708	4.1529	25	0	0.633	0	0	0	7	7	0	1.6507	2.1301	0	21	0	3.0948	4.3104	0	43	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	0ea18b2f-5b57-46f0-8a11-45aae99c803d	Cell			Annotation	Polygon	1003.8	542.69	743	106.2907	0.8264	37.6257	26.4405	0.7238	28.7641	21458	13.7878	70	3	67	3.2815	2448	2.6417	21	0	21	5.933	4426	4.7028	41	0	41	1105	126.019	0.8744	43.2305	34.9206	0.5631	22.0956	15.0252	70	3	3.2876	2.8864	21	0	5.495	4.6315	41	0	8.3912	4.4481	34	3	3.3003	3.3375	17	0	4.595	4.3511	29	0	0.6689	0	0	0	3	3	0	3.214	2.8416	0	21	3.5	5.4178	4.6361	0	41	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	f35e20b6-184a-45ea-ac04-0546a08381b4	Cell			Annotation	Polygon	940.53	540.66	469	80.4693	0.9102	27.1832	24.0063	0.3626	24.8113	11835	11.8546	64	3	61	4.8868	2331	4.7336	49	0	49	5.5283	2637	4.7058	25	0	25	869	107.089	0.9522	35.2279	32.9984	0.1981	16.4315	12.9228	64	0	5.0679	4.421	49	0	6.5627	5.4208	32	0	6.2347	3.1209	21	0	5.2883	4.0027	27	0	7.8214	5.9481	32	0	0.5472	2	2	0	7	7	0	5.0117	4.3669	0	49	3.5	6.3719	5.249	0	32	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	71655ab4-6b9a-44a5-af80-abab59e20aac	Cell			Annotation	Polygon	8.298	542.91	246	63.492	0.7668	24.606	14.4575	0.7931	11.5	2875	5.4546	31	3	28	3.88	970	3.0566	17	0	17	10.132	2533	8.0741	36	0	36	494	87.4041	0.8126	33.3721	19	0.7954	9.3548	5.0751	31	0	3.3508	2.818	17	0	7.8266	7.645	36	0	7.1748	3.5118	21	0	2.813	2.444	13	0	5.4837	6.395	33	0	0.505	0	0	0	27	10	3	3.2802	2.7983	0	17	3.5	7.8851	7.6481	0	36	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	c1cdc4e7-93e0-43d4-a92b-cc76b7f74085	Cell			Annotation	Polygon	243.71	547.87	849	108.518	0.906	38.0454	29.3621	0.6149	22.9168	19548	10.9766	61	3	58	1.4361	1225	1.8076	10	0	10	1.8242	1556	2.0046	14	0	14	1398	136.3011	0.9456	46.9991	37.9455	0.5569	16.2147	12.0988	61	0	1.4531	1.8034	10	0	2.0007	2.2781	18	0	5.7059	2.4663	18	0	1.4798	1.7982	10	0	2.2776	2.629	18	0	0.6125	0	0	0	0	0	0	1.425	1.7901	0	10	0	1.9833	2.2706	0	18	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	015bc8d4-1df6-4901-8b21-730e6fb0b020	Cell			Annotation	Polygon	50.72	556.42	673	97.4913	0.8898	33.2708	26.9612	0.533	29.0191	19791	18.3724	81	0	81	2.3167	1580	2.1574	13	0	13	3.9633	2703	4.2634	40	0	40	1107	122.8056	0.9224	41.491	36.1386	0.3387	20.4135	18.1282	81	0	2.3315	2.1783	17	0	4.0811	4.6679	40	0	6.7009	2.9035	22	0	2.3551	2.2134	17	0	4.2687	5.2484	32	0	0.6119	0	0	0	10	10	0	2.3446	2.1898	0	17	3.5	4.1051	4.6874	0	40	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	e1b0ad78-c386-4810-a56e-400049748bd5	Cell			Annotation	Polygon	531.69	558.11	778	105.2897	0.8819	37.5795	27.7383	0.7031	22.8528	17848	13.8216	60	3	57	2.7849	2175	2.6145	20	0	20	5.3099	4147	5.9791	39	0	39	1310	132.683	0.9351	46.601	36.6634	0.6341	16.0481	13.5913	60	0	2.704	2.6358	20	0	5.0175	5.6466	40	0	6.0208	2.582	19	0	2.5849	2.6649	13	0	4.5868	5.0924	40	0	0.5964	0	0	0	15	15	0	2.7245	2.6394	0	20	3.5	5.058	5.6845	0	40	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	ebd1629e-c6cb-4fb2-8c1c-c29cd7110f94	Cell			Annotation	Polygon	635.24	553.78	262	61.7206	0.8643	21.0214	16.9811	0.5812	21.3657	5726	12.0741	64	3	61	12.0336	3225	9.8199	74	0	74	7.6642	2054	4.2044	21	0	21	552	86.1609	0.9344	29.1218	25.9124	0.2428	13.7604	11.4699	64	0	10.9081	8.1827	74	0	7.9514	4.4266	25	0	6.6585	3.7316	31	0	9.8571	6.1141	52	0	8.2195	4.6157	25	3	0.4808	13	5	1	3	3	0	10.9388	8.193	0	74	10.5	7.9035	4.4335	0	29	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	983a1b7d-4954-4c8f-8a2d-43117909b0bb	Cell			Annotation	Polygon	903.28	564.99	828	117.5384	0.7531	43.9079	27.0811	0.8209	23.5556	19716	12.2531	70	3	67	8.9665	7505	7.0009	35	0	35	7.7204	6462	5.3272	36	0	36	1355	141.8766	0.8459	51.9461	36.2188	0.7094	18.8037	12.0644	70	0	8.4022	6.6782	35	0	8.2066	5.3475	36	0	11.1255	6.5409	41	0	7.4903	6.0163	32	0	8.9923	5.2915	29	0	0.6183	17	17	0	12	12	0	8.4086	6.6554	0	35	7.5	8.3172	5.3855	0	36	7.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	41820fee-2a99-40db-829b-0118ff136c8d	Cell			Annotation	Polygon	791.42	557.28	204	53.9612	0.8804	18.4415	14.6915	0.6288	18.3493	3835	11.8912	54	0	54	2.5789	539	2.6393	17	0	17	6.5167	1362	7.3753	36	0	36	453	79.119	0.9094	26.3017	23	0.3107	11.604	10.4175	54	0	2.6106	2.6317	17	0	6.396	7.5655	43	0	5.8025	2.7608	21	3	2.6379	2.6302	10	0	6.2922	7.7391	43	0	0.4528	0	0	0	15	7	1	2.6659	2.6316	0	17	3.5	6.6659	7.7309	0	43	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	d2add29c-d92a-43da-b01e-25f52a7744b5	Cell			Annotation	Polygon	168.86	562.81	552	87.618	0.9036	32.4806	22.072	0.719	21.741	12088	10.5461	67	3	64	5.4964	3056	5.8029	44	0	44	4.9011	2725	4.565	29	0	29	937	112.8998	0.9238	39.7223	31.1127	0.6141	15.4372	11.2641	67	0	4.6606	5.0826	44	0	4.5319	4.3851	29	0	6.3099	2.9478	28	0	3.4505	3.472	21	0	3.9974	4.0574	29	0	0.5953	4	4	0	8	8	0	4.7042	5.0797	0	44	3.5	4.5981	4.4705	0	32	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	a95c169a-3cf2-49ef-93d8-01d529ad55f4	Cell			Annotation	Polygon	861.26	563.83	597	89.0894	0.9452	29.0048	26.4524	0.3712	27.5643	16511	17.8306	80	3	77	4.1402	2480	4.1057	31	0	31	5.2437	3141	4.3808	21	0	21	1060	117.1769	0.9701	38.0512	35.7381	0.3076	18.2142	17.1971	80	0	3.8509	3.9182	31	0	5.0953	4.4042	29	0	6.0651	2.4029	18	0	3.4751	3.6305	24	0	4.9024	4.4318	29	0	0.5646	1	1	0	1	1	0	3.9302	3.9414	0	31	3.5	5.1128	4.3399	0	25	3.5
240610 DB3 iPSC Neurons _1E5 H33258b AAV1-mRuby3g MAP2-A647r X40 2_max_merged.tif	8aae4e10-3b82-4a5a-9de9-f084165387a5	Cell			Annotation	Polygon	569.7	560.66	196	52.4013	0.897	19.5117	13.7765	0.7011	20.675	4135	13.8625	57	3	54	2.415	483	2.3042	13	0	13	4.445	889	4.6546	29	0	29	491	80.6278	0.9491	28.4442	22.617	0.5934	12.2929	11.4181	57	3	2.3212	2.2586	13	0	4.4889	4.7299	29	0	6.6102	2.9647	21	3	2.2576	2.2288	10	0	4.5186	4.7879	25	0	0.4039	0	0	0	5	5	0	2.3243	2.2283	0	13	3.5	4.422	4.7507	0	29	3.5
